label,sample_id
1,7323687
0,4666174
0,5645958
0,8958780
0,6866681
1,5200864
0,4357819
0,8620569
0,7959812
0,8954112
1,8387845
0,5461108
0,5434262
0,4794476
1,7005369
0,5190920
0,6613156
0,9000410
0,8089702
0,8624129
0,3908026
0,8968857
0,7460703
0,7716255
1,4801607
0,4471447
0,6535841
0,5499685
0,8073031
0,7074545
0,8934270
1,7725777
0,8295012
0,4669068
0,8632348
0,5190876
0,5971146
0,6016987
0,7438576
0,6494643
1,4234040
0,7649261
0,6462651
0,9336399
0,4838704
0,8031559
1,8600681
0,5107511
1,7548776
0,7461973
0,4714464
0,4221930
0,7130892
0,7539038
0,9176003
1,8217435
0,7673002
0,4708154
0,8746908
0,8202824
0,5682673
0,3836401
0,7748459
0,6634928
0,6437408
0,4218342
0,7149120
0,6863627
0,3717506
0,8780201
0,8224255
0,6328547
0,5688699
0,4075287
0,7452272
0,5996376
0,4471459
0,4800822
1,7113247
0,5368964
0,5527964
0,4686917
0,4594723
0,7718829
0,9234588
0,7934496
1,4431383
0,8845696
0,4933994
1,5775703
1,7482608
0,7280795
0,6937721
0,5248838
0,6012953
0,4703457
0,7640513
0,6211782
0,7576345
1,6207228
0,3814315
0,8271551
1,8952223
0,5912760
0,8278588
1,5991953
1,5447313
0,9432587
0,7785135
0,7619908
1,9260596
0,4928800
0,7229025
0,5392183
0,5865964
0,3879965
0,9249010
0,4093032
0,7626113
0,8258895
0,7594427
0,8295936
0,5356733
0,7591041
0,5670492
0,7237730
0,8952196
0,7590824
1,6541523
0,3985224
0,7658621
0,9388648
1,8539645
0,7286228
0,5000200
0,7586207
0,6174632
0,7511055
0,8274779
0,5839770
0,8026269
1,7600324
0,6810674
0,6204915
0,6364375
0,3972555
0,7372146
0,8956394
0,4817934
0,7619400
0,7633445
0,6285002
0,3869760
0,4864235
0,9507808
0,4794099
0,7393053
0,7330361
0,4193150
0,4456562
0,4400511
0,5810647
0,4530537
0,4668085
1,5767556
0,4221494
0,4277815
1,8187132
0,6535592
0,6850586
1,8427386
0,3969522
0,7179618
0,5529562
1,7351641
1,3917715
0,3779095
0,9483193
0,4285911
0,4479629
0,7211700
0,8494605
0,8653867
0,4502113
1,8172392
0,7630180
0,5545552
0,4502604
0,6951541
0,7000207
0,7795012
0,5715127
0,5421253
0,9141639
0,7886445
0,9177949
0,6870293
1,8142421
0,7290109
0,7513430
0,3904181
0,5183069
0,7236147
0,8167612
0,7834065
0,5299892
0,9421191
0,5609932
0,4008191
0,9520350
0,4400338
0,8871773
0,7277560
0,7605359
0,6445238
0,7280600
1,7301167
0,9411658
0,9540354
0,4935573
0,5828122
0,6617747
0,3940746
0,4122553
0,8608959
0,7441078
0,4933991
1,7348825
0,6176170
0,7446120
0,4059863
0,4115525
1,6019048
0,4283097
0,5491608
1,4975591
0,9420761
0,7619076
0,8214224
0,5363451
0,4169376
1,4435545
0,7561940
0,7251791
0,8278616
0,4129438
0,4979404
0,4064087
0,6308382
0,5025102
0,7368005
0,6117580
1,8804785
0,4010920
0,4207492
0,8083609
0,6629910
1,4814956
0,3925764
0,8418051
0,7126434
1,5281568
0,4308354
0,3949836
1,8433766
0,5735246
1,6254667
0,7429354
0,4648063
0,5884181
0,4714964
0,5305226
0,4709869
0,5515917
0,6710734
0,3795599
0,7130702
0,8233737
0,5028269
0,4965107
0,8731323
0,7911276
1,7686662
0,4455621
0,7763261
0,3762543
0,5427653
0,7938714
0,6984118
0,7755926
1,7725645
0,4503220
1,3796929
0,3897581
0,4757087
0,5214839
0,5692616
0,5088158
0,8131217
