label,sample_id
0,9189420
0,8131217
0,4369677
0,7564300
0,4355601
0,4686917
0,4055860
1,5935402
0,8292673
0,7002598
0,3862557
0,6847809
1,5767556
0,4669068
0,3900213
0,4122553
0,5363451
1,7686456
0,5549285
0,8581347
1,9510155
0,7619400
0,7280607
1,7725645
0,8669663
0,4647337
1,8347642
1,5947006
0,5168016
0,4516585
0,4429487
0,8601732
0,7201055
0,7961905
0,4960684
1,8217435
0,5068417
0,4028511
0,4045146
0,6484821
0,5000200
0,4567462
0,5862710
0,9018312
0,7377296
1,9298816
0,5231896
0,4965107
0,4159107
0,4095326
0,5657934
0,7553936
0,4500236
0,9203767
0,4612586
0,9158392
0,4473448
0,4541684
0,7887244
1,8186875
1,7584816
0,4193150
0,8263546
0,4273448
0,7525557
0,7249097
0,8850427
0,7195480
0,4272508
1,4431712
0,6084033
1,4536448
0,6541577
0,6937721
0,3710201
0,5802620
1,8514954
0,7017211
0,7777749
0,4075287
0,6493330
1,7548776
0,9025601
1,8804785
1,5040765
0,3888598
0,6532912
0,4865706
0,5052296
0,9008405
0,4517142
0,3881454
0,5098876
0,3839517
0,8387546
0,3925764
0,6854281
0,3943609
0,7564248
0,7293098
0,7886991
0,7393053
0,7043386
0,4750918
0,8677594
0,4797136
0,7938714
0,6195686
1,7239385
0,4713471
0,6446491
1,5097474
0,8215542
0,7478608
0,8286898
0,4752038
0,7077189
0,9371177
0,8271551
0,7711363
0,7988090
1,8142421
0,4823396
0,4645770
1,7148054
0,4817934
0,7996783
0,6518021
0,8278616
0,4027396
0,8728960
0,7636168
0,3764491
0,8000801
1,6923657
0,7152802
0,7005446
0,7643210
0,5573352
0,6317098
0,8224255
0,5712111
0,5735246
0,6432897
0,8031279
1,7147207
0,5371806
1,8600681
0,6464947
0,7648196
0,5752718
0,9439755
0,8913163
0,7786204
0,3929567
0,8829081
0,5855407
0,4169376
0,5223561
0,7130702
0,6710734
0,4762838
0,4218788
0,7229025
0,5041383
0,5271942
0,8274779
1,3820002
0,7000207
0,4774610
1,8403578
0,5190876
0,7661107
0,4197096
0,5111193
0,7258651
0,4087381
0,4572175
0,3873715
0,9249010
0,6872266
0,5322883
1,7272444
0,5190920
1,4975591
0,9189634
0,7777986
0,9388648
0,5491608
0,8966683
0,4310155
1,7625447
0,5589935
0,7379244
0,5666367
1,6603072
0,7157571
0,7429354
0,4923223
0,6320805
1,5055368
0,7763261
0,7476496
0,5392679
1,5388415
1,7588520
0,7484156
1,4556934
0,8698235
0,7295107
1,7375884
0,7457519
0,8494605
0,4530537
0,8738655
0,4105521
0,5845628
0,8201878
0,7074847
0,8146987
0,7558669
0,7686388
0,5689800
0,4123555
0,4249169
0,4734680
0,4175432
0,4058195
0,4933806
0,6026125
0,7414155
0,8412377
0,3978398
0,4272190
0,8187474
0,9322007
1,4431383
0,4141778
0,6522495
0,7332291
0,8564277
0,4471459
1,5380933
0,3698323
0,5894436
0,4126029
0,8795959
0,6605811
0,9221780
0,7867450
1,5670026
0,5299892
0,7757616
0,7586207
0,6927449
0,6025409
0,4875170
0,8629693
0,8214224
0,4977435
0,7308975
0,5133545
0,7763705
0,8539540
0,7834065
0,5768412
0,8335195
0,7265565
0,4882061
0,7898105
1,8645264
0,8876926
0,5425598
0,7654989
0,6481321
0,9087398
0,6510757
0,6073506
0,5983608
0,4066245
0,4666174
0,5527964
0,5203194
0,8346167
0,7511055
1,8736543
1,8169113
0,8608593
1,6207228
0,5875400
0,8741587
0,8962839
0,6815544
0,7105505
0,4456562
0,8632348
1,7617518
0,7599209
0,5519299
0,6984118
0,4498741
0,5459981
0,6340836
0,4050604
0,6466237
0,9251517
0,8570234
1,5948040
0,7726353
0,4110958
0,3940608
0,7655364
0,5948019
1,4413114
0,7681058
0,9308078
0,7879255
0,4977189
0,6940330
1,6834927
0,7280600
0,5205041
0,6982100
0,8202625
0,6893864
1,7351641
0,4059685
0,6860363
0,7934496
0,8621159
1,3963239
1,6197424
0,7245998
0,5668344
0,6037459
0,5836057
0,5670638
0,8167612
0,6635481
0,8406115
0,5718244
0,6842405
1,7605003
0,4780381
0,4251331
0,7722604
0,9095266
0,7807495
1,6450144
0,4431504
0,4502113
0,7394017
0,7244146
0,5319099
0,7179618
0,9411658
0,8761840
0,6322415
0,7792934
0,8799964
1,5370715
1,7652241
0,6097003
1,3797814
0,7153322
0,7998319
0,6813948
0,9506197
0,7280795
0,5983355
0,4459231
1,6261774
1,3797964
0,4691632
0,7659113
