label,sample_id
1,6254667
0,5052657
0,7649261
0,4633651
1,8690136
0,9420761
1,3796929
0,3822072
0,5423795
0,4206321
0,5392183
0,8539540
0,7280795
0,4425585
0,4747481
0,5739211
1,9298816
0,6306158
0,7818143
0,6119974
0,8574368
0,6171226
0,5327459
0,8406115
0,7538873
0,8497687
0,9004411
0,6647337
0,8541418
0,7124150
0,7929479
0,4586915
0,5019534
0,9094711
0,5464567
0,8956394
0,4639163
1,8217435
0,5916449
0,6850586
0,8876926
0,6940330
0,7043386
0,5479893
0,4154409
0,8902918
0,6814400
0,4993120
0,9411658
0,6820808
0,7356904
0,9198380
0,3937197
0,7211700
0,4243718
0,9008469
0,4858143
0,3754188
0,4794099
0,9251517
0,8439567
0,9520350
0,6462651
0,6636428
0,3819835
0,4179381
1,6450144
1,7210083
0,8511088
0,7160140
0,5257764
0,9136671
0,9483193
0,6815544
0,4055860
0,7605359
0,6080166
0,4277815
0,8091719
0,4556665
0,5004349
0,6600361
0,8031279
0,7257331
0,8395860
0,6865229
1,8140286
1,8172392
0,8649493
0,9200631
1,5515839
0,8235560
0,7541111
1,7600324
0,5026271
1,8912820
0,7686388
0,4764437
0,5645958
1,7341316
0,7968650
0,6927449
0,4185136
0,6437526
0,8410032
0,7784313
0,5392679
1,7005369
0,9491785
0,8167612
0,4471459
0,9508358
0,8611383
0,4993965
1,6603072
1,3797964
0,7935629
0,5193259
1,7272444
0,5527964
0,6117580
0,8986119
0,7961905
1,7129689
0,7722604
0,4034186
0,4368175
0,4671511
0,4731830
0,5737990
0,7412708
0,4258053
0,4491039
0,8011549
0,5589935
0,4594162
0,7942055
0,7940168
0,7834065
0,6159926
1,3918287
0,9095202
0,7934496
0,9158644
0,4302405
0,6516443
0,3725605
0,4478155
0,7553936
0,8069899
0,7393053
0,7626113
0,5845628
0,4647337
0,5153171
0,4218342
0,4481500
0,4828331
0,8316315
0,4624680
0,4074246
0,8845555
0,8887186
0,3981336
0,8043712
0,5562874
0,7349490
0,8998802
0,4933994
0,5598817
0,7066831
0,7075624
0,8602083
0,7386253
0,7136749
0,7451347
0,4168378
0,5937980
0,9104666
0,8905404
0,9537065
0,4928800
0,5515226
1,9171873
1,5670026
0,7482780
0,9313540
0,3940746
0,9003128
1,5581462
0,6921656
0,9308078
0,7260017
0,8272324
0,4169376
0,8845696
0,4593407
0,4455621
0,8855150
0,5996376
0,7726353
0,7911276
0,3711605
0,5162987
0,4658287
0,9443834
0,7290109
0,4913801
0,4285731
0,4928696
0,3985224
0,7280607
0,8784533
0,8131397
0,7548967
1,8537138
0,5640540
0,8083609
1,7762191
0,3795599
0,4500236
0,4977189
0,5789396
1,7501187
0,4465870
0,7807495
1,9095246
0,7149120
0,8985234
0,5892646
0,8522716
0,7763261
0,3891048
0,5815298
0,7195480
0,3863486
0,4281055
0,3972251
0,6239751
0,9394464
1,6480563
0,9097418
0,6364375
0,8418051
0,4797136
0,7643210
0,9388855
0,7694897
0,6847478
0,6937721
0,8341412
0,9272148
0,4713471
0,5072938
0,8190064
0,4668085
0,9003172
0,6204915
0,6317098
0,8139442
0,6861082
0,5223561
1,5935402
0,3721456
0,8955314
1,8970601
0,5091177
0,8588757
0,6213525
0,3761009
0,3869760
1,5947006
0,7477969
0,9397250
0,8660235
0,8978233
0,5062548
0,4232055
0,5015205
0,5742756
0,4087381
1,5575053
0,8751166
0,6192975
0,6772326
0,7563593
0,7468700
1,3857472
1,7036119
0,8059396
0,5690831
0,8278616
0,4669068
1,6165395
0,5732513
0,4031820
0,6259739
1,8400746
0,7619908
0,9507808
0,6935647
0,6308382
1,4435545
0,6060996
0,8585684
0,6445346
1,3817323
0,7135236
0,4834610
0,5421299
0,3925764
0,5075417
1,8387845
0,5270720
0,7379244
1,6066851
0,7465368
1,7463516
0,3878622
0,8411640
0,8582752
0,8286898
0,7374778
0,5222671
1,4536448
0,8424426
0,7441078
0,8604234
0,3937045
0,4800822
1,7330770
0,9483823
0,8954112
0,7452135
0,7599209
0,9366675
0,9125948
0,5764315
0,7650722
0,8629477
0,4249169
0,7126434
0,3779095
0,8224255
0,7853333
0,4808674
0,8609582
0,8811171
0,6635481
0,6210636
1,4289354
0,9342531
0,6857065
0,6710734
0,7777749
1,6879905
0,4031193
0,7005446
0,5983608
0,7784103
0,7503099
0,8295936
0,7245998
0,8653867
0,7229025
0,7666721
0,7539038
0,7454098
0,7002598
0,9243860
0,7886445
0,4601555
1,7247219
0,9336399
0,9451809
0,4421462
0,7576345
0,4948454
0,4197096
0,4110958
0,5491608
0,6078015
0,5461108
0,7998319
0,8917471
0,7988090
0,6097003
0,7198779
0,5459981
0,5839770
0,6073506
0,4075287
0,4221494
0,5269525
0,4502604
0,4502113
0,7286228
0,3698323
0,4042780
0,7640513
0,8408651
0,4367124
0,3922790
0,7655690
0,7428271
0,8128905
0,8215542
0,5799314
0,8038156
0,8608959
0,8334291
0,4853285
0,4645770
0,4345393
0,5333703
1,7372800
0,7623277
0,8240066
0,9093197
0,5575320
0,5319099
0,4533482
0,5794903
0,4285911
0,7527099
0,4865706
0,4045943
0,4207492
0,3904181
0,7148614
0,4794391
0,7172582
0,7553034
0,5884181
0,7501833
0,7339811
0,5245618
1,9510155
0,4189945
0,5668344
0,8731323
0,7269783
0,5808750
0,9331054
0,4716488
0,4251331
0,4728322
0,4541684
0,8624129
0,6011512
0,5545552
0,7022531
0,7711363
1,7617518
0,6181780
0,7564300
0,6441911
0,4095326
0,8951219
0,6501266
0,8209082
0,5327402
0,6295036
0,4429487
0,4752038
0,5164165
0,5954493
0,5248838
0,8934270
0,7373964
0,7792407
0,7125953
0,7867450
0,3978398
0,4432039
0,3969522
0,4115525
0,8432331
0,8691119
1,4341864
0,5983355
0,8202625
0,7216175
0,6842405
1,5447313
0,5750397
0,4517572
0,7549648
0,8753783
0,7887244
0,5688699
0,9483594
0,7237730
0,7938714
0,4045091
0,6641988
0,4498078
0,5507211
0,6982100
0,5427627
0,9503231
0,7076084
0,3940608
0,4325541
1,4453800
0,4194832
0,5271942
0,4965107
0,6328141
0,8207672
1,4503985
0,4865733
0,4662159
0,8911068
1,5380933
0,6532912
0,6445238
0,4122553
0,7249097
0,6542357
0,7718829
1,4468635
0,9139344
1,4246628
0,5058759
0,8836840
0,7446209
0,4956199
0,3699849
1,7336602
0,5866628
0,5812130
0,8146987
0,8598065
0,8930850
0,5865964
1,5769222
0,6520782
0,8629693
0,8024350
1,9012542
0,4978959
1,7455825
0,6458155
0,4827886
0,6016987
0,9117535
0,8968857
0,4471447
0,4508554
0,4059863
0,8284419
0,8183289
0,4168008
0,6535841
0,7738164
0,9539121
1,8065474
0,5000200
0,8974133
0,5894436
1,3797814
0,7996783
0,4029077
0,7406616
0,8780201
0,5317907
0,7196538
0,8219927
0,7387764
0,7726338
0,5278361
0,5682673
0,5425598
0,7659113
0,8584799
0,9359683
0,8808076
0,7634280
0,5299892
0,8229683
0,4487855
0,3901039
0,8754569
0,4456338
1,5775703
0,7564248
0,4369677
0,4440978
0,7465296
0,6866247
0,8026269
0,4972127
1,5200864
0,5252079
1,4975591
1,6923657
0,8919646
0,4648063
0,8423597
0,6514803
0,8050224
0,7651598
0,5231896
1,8633022
0,5798457
0,4936150
0,4489487
0,7358376
0,4238437
0,8224488
0,4668044
0,6012953
0,6221911
0,5799022
0,7777986
0,7137862
0,9453983
0,4322752
0,3885890
0,6974414
0,7294593
0,4691632
0,7269177
1,7689561
0,7077189
0,6017760
0,5818517
0,8217946
0,8000801
0,8271551
1,7684728
0,4078869
0,9221780
0,8231971
0,4838704
0,4210395
0,7394379
0,7898105
0,7375915
1,4431383
0,5715127
0,7279793
0,9295153
0,7790376
0,7880048
0,6446491
0,5862710
0,4694033
0,8620569
0,7429354
0,5037205
1,5773565
0,9000410
0,5241906
0,4096115
0,4516760
0,4039372
0,8346167
0,4400511
0,3962016
0,7157571
0,7280600
0,7911455
0,9006303
0,3972555
1,7147207
0,3922769
0,6438819
1,3917715
0,8850427
0,5863439
0,7755926
0,5414165
0,4849963
1,4451710
0,5158152
0,5738634
0,5923532
0,5768412
0,8632348
0,4064087
0,4969128
0,8425397
0,5670492
0,4141778
0,3919445
0,7468395
0,3898760
0,3975932
0,4101310
0,4248456
1,6717886
1,7348825
1,5394068
0,8212330
0,7659271
1,7686662
0,3974401
0,5857044
0,5871455
0,4839287
0,7188781
0,7047929
0,7074545
0,8049187
0,4217466
0,4027396
0,5115119
0,6800764
0,8146289
0,3985971
1,8290693
0,4645346
0,8501968
0,5041383
0,4431504
0,7410927
1,8645264
1,8273753
0,6493535
0,6872266
0,8003657
0,7478608
0,5533033
0,9025601
0,7975103
0,5337101
1,6330576
0,4747471
0,7242039
0,8793481
0,8283403
0,6311026
0,5129580
0,3856873
0,5972837
1,7460730
0,8575709
0,5855407
0,4612586
0,3759000
0,4272508
0,5171785
1,8169113
0,9203767
0,4062660
0,5888140
0,4271174
0,7486357
0,9241391
0,5666367
0,3814315
1,3974797
0,6066503
0,8187474
0,8827191
0,6612013
0,4556325
0,4479629
0,8267819
0,7654989
1,3920625
0,6312810
0,7513555
0,8292673
0,7558669
0,4844449
1,7476183
0,7006068
0,5133545
1,4857404
0,8416563
0,8776987
0,4771698
1,8192759
1,7584816
1,8333510
0,8792214
0,6037459
0,7992251
0,5801572
0,7538561
0,5322883
0,8232375
0,3936103
0,8335195
1,4801607
0,7227811
0,5689800
0,8790597
0,8564748
0,5630298
1,7548776
0,6276415
0,6920729
1,6009432
0,5609932
0,8314569
1,7294947
0,3764491
0,7438576
1,3874200
1,5687952
0,5374719
0,8581347
1,8403578
1,8514954
0,6173419
0,5112767
0,9421191
0,4039655
0,7293098
0,8760558
0,7779168
0,4272190
0,5752094
0,7619400
0,4126029
0,7179618
1,6834927
0,8568928
0,6099482
0,7758018
0,5537428
0,5192134
1,4432196
0,4317110
0,5175864
0,5025102
0,7322270
1,6257015
0,5220265
0,7513430
0,4187027
0,7039207
0,5439112
0,5948019
0,5030132
0,3756805
1,4130065
0,4273448
0,4774610
0,5718244
0,5363451
0,5944359
0,9096801
0,4817934
0,4864235
0,6825782
0,7455167
0,7521109
0,8435719
1,7148054
0,8387546
0,6854281
0,9474095
0,6225158
0,7395810
0,5802620
1,6214208
1,6634791
0,5016382
0,9241387
0,8494605
0,7183873
0,7612278
0,5330785
0,5434262
0,6813948
0,6073850
0,6120570
1,9116510
0,6977949
0,7886991
0,7115956
0,4456562
0,6288812
0,5338390
0,8241207
1,8682807
0,4142085
0,4933806
0,4572175
0,4757087
0,7362051
0,8963673
0,5273938
0,3862557
1,7113247
0,8295955
0,6494643
0,3705164
1,8736543
0,7144021
0,3949836
0,5975025
0,4282818
1,8502684
0,7105505
0,9188325
1,7625447
0,6753599
0,9248213
1,5948040
0,7643849
0,4028511
0,6850932
0,4652198
0,6706164
0,4703627
0,5356733
1,4151146
0,5816832
0,6866681
0,4191189
0,6535592
0,7594410
0,5536525
0,8131217
0,7337830
0,6235781
0,8003697
0,6086287
0,5097365
1,8804785
0,8792283
0,7911805
0,6481321
0,9158392
0,7899540
0,7856180
0,9249010
0,8082495
1,3977344
1,4109372
0,7251791
0,3772718
0,4585448
0,7539523
0,4044534
0,6470701
1,8952223
0,6310927
0,6322415
0,5345695
0,6841877
0,5728323
0,4525067
0,7254154
1,7482608
1,7324624
0,5475426
0,5114470
0,7476496
0,8791150
0,5543924
0,4545257
0,3888598
0,9383985
0,4486761
0,6806316
0,4829954
0,6025409
0,8645617
0,9117540
0,7394017
1,8169750
0,9355318
0,8937461
0,8236650
0,4616465
0,7244146
0,5474154
0,8510347
0,5983157
0,4567462
0,7363484
0,4320152
0,5441269
0,8212971
0,4394144
0,4246666
0,4714964
1,5473710
0,3977475
0,4709869
0,9506197
0,5549285
0,5172876
0,4842851
0,7681058
0,8618083
0,7457519
0,8917316
0,7721873
0,8795959
0,6234122
0,6320805
1,6019048
0,9205838
0,8526483
0,5499685
0,6484821
0,5793029
1,7268617
0,8263546
0,4536889
0,4459231
0,4472450
0,7461973
0,8533873
0,6328482
0,7763705
0,6084033
0,7236147
0,7452272
0,7391521
0,4734680
0,3772084
0,7161125
0,7557707
0,6951541
0,6464966
0,8669663
0,4608696
0,4239788
0,7000071
1,3963239
0,4697495
0,6605811
0,7196708
0,9111577
1,3763847
0,7757616
0,8962839
0,7586207
0,8202824
0,5501417
1,8749806
1,8433766
0,5519299
0,7673002
0,7377288
0,3881454
0,4823396
0,7396410
1,5946774
0,4228466
0,6510757
0,6629910
0,4750918
0,7748459
0,4240751
1,3812473
