label,sample_id
0,5888140
0,4533482
0,5712111
0,7721873
0,7988090
0,9506197
1,5515839
0,7196538
0,8213293
0,8629477
1,6257015
0,4142085
0,6518021
0,8128905
0,4530537
1,6166594
0,3762543
0,5983157
0,6520782
0,8963673
0,7784103
0,7938128
0,4473448
1,3757097
0,4556966
0,7140272
0,5871795
0,8510347
1,8537138
1,5339993
0,7795012
0,5715127
0,6820808
0,3761009
0,7726338
0,4243718
0,6213525
1,7341316
0,6017760
1,3763847
0,6221911
0,8608593
0,4948454
1,5447313
0,4671511
0,9421191
0,6927449
0,4627580
1,8347642
0,5337101
0,8411640
1,8172392
0,5025102
0,7452272
0,5657210
0,8295955
0,4747524
0,4240751
0,6897923
0,7521109
0,8541418
0,7429354
0,6870293
1,7686456
0,9221780
0,7394017
1,4109372
0,4645346
1,7007225
0,7558669
1,6538820
0,8387546
0,3908026
0,8584799
0,8278588
0,4580123
0,9483193
0,9025601
0,8183289
0,5273938
0,6441911
0,9542671
0,6181780
1,4040842
0,3972251
0,4192613
0,8295032
0,5968191
0,5657934
0,4285731
0,5246779
0,7548967
0,4827311
0,7651598
0,8024325
0,5037205
0,7153322
0,7229025
0,7269177
0,5374719
0,6091805
0,7482898
0,5299892
0,4106292
0,7818143
0,8049187
0,5810647
0,4839287
0,5630298
0,5549285
0,9397250
0,4690765
0,4817934
0,3946225
0,4669068
0,8003657
0,5739211
0,6836240
1,3797964
0,3699849
0,6117399
1,5769222
0,4302405
0,4136680
0,5808750
0,3721456
0,3795599
0,6088450
0,7785135
0,6205101
0,4481500
0,5317907
1,9012542
0,9162014
0,6340836
0,7211700
0,6535592
0,8829081
0,7148614
0,3804138
0,4456562
0,7623277
0,8602083
1,5991953
0,7377296
0,4951775
0,3756805
0,7035620
0,7368005
0,9380244
1,7307669
0,5916449
0,6983575
0,6306158
0,8876926
0,4095326
0,7075624
0,4478155
0,4191189
1,4468635
0,7716255
0,8295012
1,8333510
0,7356904
0,7185320
0,4978959
0,4129438
0,4034186
0,4429487
0,5871455
0,7636168
0,9503231
0,3974401
0,7379244
0,9102911
0,5062548
0,7216175
0,4714464
0,6179479
0,4757087
0,9388648
0,4135708
1,6463026
0,5058759
0,8001101
1,4205773
0,3945737
0,7260017
0,7183873
0,4325541
0,8911068
1,3812473
0,4599156
0,4936795
0,8272324
0,9111577
0,9482329
0,5193259
1,5946774
0,9383985
0,7190715
0,6016987
0,4516760
0,7763261
1,7268617
