label,sample_id
1,7210083
0,4044534
0,6806316
0,7795012
0,6977949
0,7452135
1,8044367
0,7763261
0,7125953
0,6301436
1,6214208
0,4935573
0,9188325
0,4601555
0,4771698
0,8224488
0,8791150
1,5935402
0,5789396
0,8219927
0,8962839
0,5961466
0,8031279
0,6516443
0,7446209
0,7071931
1,8290693
0,7929479
0,5688699
0,5192134
0,4232055
0,5097365
0,4050604
0,8411640
0,4281055
1,6066851
0,8902918
0,4993965
0,6535592
0,7308132
0,6288529
0,8585684
0,4780381
0,5659423
0,4198515
0,6097003
0,6866247
1,8645264
0,8031559
0,8974785
0,9251517
0,4648063
0,8397966
0,8192330
0,8792214
0,4643718
0,7633038
0,8661442
0,4066245
0,4955613
0,8598065
0,9340516
0,6213525
1,7341316
0,4207492
1,5901667
0,6481321
0,8295955
0,6814400
0,5190876
0,8284183
0,7563593
0,7961760
0,8262479
1,8142421
0,4455621
0,5514575
0,7126434
1,5575053
0,8167612
0,8539540
0,4995621
0,5114470
0,5062548
0,8283403
1,7686662
0,5739211
0,8455319
0,7457519
0,4069688
0,8669663
0,7792893
0,7640513
0,5278361
0,3868578
1,6834927
0,5111193
0,4616465
0,7391521
0,6641988
1,7686456
0,5175864
1,7476183
0,7619908
0,4936795
1,4453800
0,5015205
0,6880454
0,4228466
0,8510347
0,4697495
0,5256995
0,6623354
0,3972251
0,5799022
0,7480589
0,7942242
1,5627187
0,8146289
0,3981336
0,3919445
0,8955824
1,3715636
0,8905404
0,7538561
0,4059685
1,5498814
0,6462651
1,7481501
0,7478608
0,6438819
0,4172580
0,8443917
0,4599156
0,4271174
0,7185320
0,6176170
0,8050224
0,4371663
0,8198529
0,5030132
0,7658621
1,7725645
0,7686388
1,4413114
1,7307669
0,4063507
0,4797136
0,8089702
0,5912760
0,6016987
0,6984118
0,5565017
0,7792407
0,3946225
0,5801572
0,7711363
0,9111577
0,3940746
1,7323687
0,7599209
0,7127663
1,6890147
0,6951541
0,5983355
0,8026269
0,8829081
0,8955314
0,4838704
0,7379244
0,8541418
0,8912937
0,7779168
