label,sample_id
1,7294947
0,8533230
1,5948040
0,7503099
0,4328225
0,8601987
0,5884181
0,4003009
0,8267819
0,8341412
1,8433766
0,9474095
1,7455825
1,8516029
0,5246871
0,8202625
0,6841877
0,4193150
0,5406665
0,7149120
0,8406115
0,4031193
0,9189420
0,4668044
0,5327459
0,9431580
0,8811171
0,8411640
1,7548776
0,7795012
0,9340516
0,8286898
0,5333703
0,6179479
0,4272508
0,5111193
0,8149386
0,9483193
0,6861082
0,5273938
1,4468635
0,4431504
1,7160761
0,7429354
1,4611132
0,4648063
0,4105521
0,7929479
0,4141778
0,6982100
0,7726338
0,4198515
0,7785135
0,3711605
0,9008405
0,6266289
0,4243718
1,5773565
0,5768412
0,4639163
0,6974414
0,8629693
0,5972837
0,8224488
0,8887186
0,8235560
0,5474154
0,4978959
0,5002069
0,6078015
0,4960684
0,5812130
0,7160140
1,3952888
0,6623354
0,4055860
0,8896304
0,7634280
0,5801572
0,7659271
0,9336399
1,5380933
0,4064087
1,4109372
0,4817934
0,7200879
0,3869760
0,5515917
0,9491785
0,4136680
0,8608593
0,6073850
0,5107511
0,6437526
0,5529562
0,7201055
0,5663777
0,9139344
0,8231971
0,9095202
1,7600324
0,6221911
0,8674484
0,7898105
1,5605835
0,7619400
1,5767556
0,5088158
1,7240692
0,7361930
0,6176170
1,9260596
0,5461682
0,5175864
0,5515226
0,3754188
0,4768247
0,5319099
0,5062548
0,7412708
0,8923216
0,7721873
0,5689800
0,4415977
0,8497687
0,4594162
0,4218981
0,8397966
0,5533033
0,7478608
0,5129580
0,7630180
0,3862557
1,7148054
0,5657210
0,6850586
1,3723043
0,4135708
0,7961760
0,5337101
0,4310155
0,5536525
0,3873715
0,8585684
0,3888598
0,6638631
0,9383985
0,7274207
0,5030132
0,7590824
0,6854281
0,7115956
0,6940330
0,8050224
0,7462222
0,4210395
0,4101310
0,8541418
0,9117535
0,5025102
1,7689561
1,6166594
0,5133545
0,7564300
1,8968865
0,7600342
0,5374719
0,8003657
0,6308382
0,6629910
0,4913801
0,4697495
0,7048370
0,6311026
0,8955314
0,8602083
0,4325541
0,5539522
0,9008469
1,5627187
0,4534678
0,7373964
0,7105505
0,6470701
0,7934496
1,7423016
1,4413114
1,7686662
0,8284183
0,4658287
1,9136234
0,4671256
0,5028034
1,3796929
0,7377288
0,5499685
0,8629477
0,5461108
0,4503220
0,5996376
0,4281055
0,7257331
0,7130702
0,7161125
0,6017760
0,4028511
0,8845555
0,9097418
0,4221494
0,4172580
0,6985869
1,3918287
0,4493181
0,8494605
0,4956199
0,3710201
0,9508358
0,4829954
1,4975591
0,4440978
0,9251517
0,7911805
0,8661442
0,5937980
0,6468434
0,7586207
0,7168351
0,4271174
0,5702958
0,7188781
0,8784533
0,6301436
0,8776987
0,4346994
0,7129383
0,6317098
0,7332291
1,8065474
0,6983575
0,4580123
0,5975025
0,6951541
0,3972555
0,4794476
0,4187027
0,8560901
1,7961199
0,7655364
0,7576345
1,7307441
0,8260331
1,5575053
0,4487855
0,5549285
0,7512464
0,4827886
1,8169750
0,8919646
0,8187474
0,7172582
0,4432039
0,5278361
0,8952196
0,7756213
0,5828122
0,6836240
0,5598817
0,8232375
0,6171226
0,5231896
0,8209082
0,8335195
0,4506790
1,8044367
0,4794391
0,4175432
0,4977435
0,4317110
0,4486761
0,5688699
0,7356904
1,4046009
0,8167612
0,8183289
1,7476183
0,8001101
0,6921656
0,5870863
0,4933991
0,4783602
0,6484821
1,7369780
0,4169376
0,7992251
0,5764315
1,8749806
0,5818363
0,4177719
0,7643849
0,6541577
1,7481501
0,4139979
0,5563186
0,4882061
0,5279258
0,5786274
0,4671511
0,6865229
0,7286228
0,9453983
0,8986119
0,6462651
0,4800822
0,5425598
0,8698235
0,8207672
0,7661107
0,4491039
0,5668440
0,5916449
1,8169113
0,8212971
0,8334291
0,9483217
1,5946774
0,8974785
0,8224255
0,5299892
0,3762543
0,7375915
0,8934270
0,9420761
0,8944650
0,8871773
0,6009975
0,3698323
0,7763705
1,8387845
0,7998319
0,3946225
0,8517396
0,4498078
0,4936795
0,8902918
0,3836401
1,5581462
0,4599156
0,4039655
0,7936623
0,7591041
0,7619076
0,6532912
0,7942242
0,6520782
0,5609932
0,8346167
0,9234588
0,7654989
0,5392183
0,7513555
0,9095266
0,6174632
0,6522495
0,6288812
0,4728322
0,8131397
0,6120570
0,5862710
0,5732513
0,7438576
0,8522716
0,3856873
1,6254667
0,7492805
0,3804138
0,4608696
0,5153171
0,8691119
0,8263441
1,8736543
0,6320805
0,4545257
0,6810674
1,5473710
1,7584816
0,4197096
0,8917471
1,9095246
0,5112767
0,9025710
0,4373673
0,5203194
0,6211782
0,5855407
0,6445346
0,7042338
0,7211700
0,4841390
0,4797136
0,4168378
0,4123555
0,5270720
0,5715127
0,4010920
0,5223561
0,3993530
0,5520288
0,7650722
0,9025601
0,8213293
0,4771698
1,6213445
0,5954493
0,5983608
0,5052296
0,7077189
0,4283493
1,8645264
0,4865733
0,7152802
0,6814400
0,8951219
0,3888459
0,3977475
0,9096801
1,3974797
0,6204915
0,6218887
0,6328141
1,8682807
0,9249010
0,3900213
0,7886445
0,7538873
0,7295107
0,4928696
0,5507211
1,5097474
0,7792934
0,7349490
1,8514954
0,5305226
0,4516760
0,4106292
0,5068417
1,5798002
0,7605359
0,8024350
0,8653867
0,5356733
0,7236147
0,4059863
0,8564748
0,7942055
0,5789396
0,9093197
0,7853333
0,9483594
0,9313540
1,6538820
0,7229025
0,5182772
0,4509296
0,5371806
0,7477969
0,7137862
0,3981336
0,8435822
0,6641988
0,8836840
0,3764491
0,4471459
0,3897581
0,5037205
0,8295032
0,6016987
0,7722604
0,7619908
0,9000410
0,8790597
0,7564248
0,7324520
0,4302405
0,7326860
0,4651467
0,9135351
0,9006303
0,4747471
0,8003697
0,8974133
0,5041383
0,4045943
0,7195480
0,4849963
0,8314569
0,7659113
0,8780201
0,8091719
0,7066831
0,8278616
0,4465870
0,7374778
1,3850165
1,6480563
0,6026125
0,4357819
0,7772686
0,8491397
0,8232830
0,5857044
0,4088995
0,4304469
0,6635481
0,6010190
0,4050604
0,8031559
0,6312810
0,5414165
0,9205838
0,9537065
0,5464567
0,7452272
0,4272190
0,5479893
1,5515839
1,7129689
0,4404823
0,4034186
0,6636428
0,7911276
0,7968650
0,8043712
0,7450485
0,4489487
0,5794903
0,7294593
0,6114104
0,8501968
0,6647337
0,7461973
0,4747481
0,4238437
0,9342531
1,5991953
0,3936103
0,6516443
0,9125948
0,4087381
0,4429487
0,7446120
0,7043386
1,7588520
1,5281568
0,5593588
0,5738634
0,5994992
0,8215542
1,8804785
0,9177949
1,7375884
0,7763261
0,5345695
0,3863486
0,3772084
0,8793481
0,6012953
0,8728960
0,7179618
0,7613058
0,5450516
0,4478069
1,6834927
0,5491608
0,5322883
1,8537138
0,4045146
1,8333510
0,6860363
0,8658785
0,6205101
0,4096115
0,5798457
0,8198529
0,6920729
0,6117580
0,8539540
0,6982865
0,7757616
0,6013107
0,4471447
0,5537428
0,6340836
1,7134420
0,5737990
0,8526483
0,8876926
0,8783458
0,5750397
0,9443834
0,8533750
0,8236650
1,8952223
0,8955824
0,5246779
0,9542671
1,4040842
0,4993120
1,8187132
1,5670026
0,4075287
0,8930850
0,5434262
0,5028269
0,7711363
0,8164457
0,7428769
0,5752094
0,6310927
0,6937721
0,7368005
0,3901039
0,4168008
0,8863381
0,6466237
0,9117540
0,6847478
0,7465296
0,7640021
0,6325165
0,5052657
1,8912820
1,7036119
0,7363484
0,6535592
0,8937461
0,7658621
0,7235982
1,5935402
0,9141639
0,4546373
1,7725645
0,5576325
0,6847448
1,7460730
1,9510155
0,7396410
0,7486357
0,7726353
1,4628823
0,4916648
0,7277560
0,9380244
1,7323687
0,4601555
0,6897923
0,8632348
0,8624129
0,4345393
0,8089702
0,8412377
0,4185136
0,4780381
0,9003172
0,7339811
0,7376354
0,4239788
0,6452606
0,7856180
0,4228466
0,7651598
0,7237730
0,4421462
0,7227811
0,5004349
0,8387546
0,4459231
1,3917715
0,5630298
0,3978398
0,8146987
1,5775703
0,5659423
1,8970601
0,7975103
0,8282686
0,6857065
1,7501187
1,7336602
0,9476422
0,9241387
0,7549648
0,6546542
0,4179381
1,5769222
0,5441269
0,3922769
1,7272444
1,7155743
0,4240751
0,7391521
0,4686917
0,6080166
0,9540354
0,7997794
0,3860739
0,8271551
0,8677594
0,6328482
0,5205041
0,7381518
0,7377296
0,4616465
0,7482780
0,7039207
0,7198305
0,6434677
1,8400746
0,8792214
0,8408651
0,7511055
0,7623277
0,4517142
0,7006068
0,7048486
1,6214208
0,5640540
0,6285002
1,7725777
0,7454098
1,7348825
1,4432196
0,9003128
0,9421191
0,6772326
0,8611383
0,5752718
0,6364375
0,5898336
1,7341316
1,7330770
0,3721456
1,5394068
0,6464966
0,5982219
1,7239385
0,5363451
0,5971617
0,8660235
0,5739211
0,4243459
0,3891048
0,8661940
0,7476496
1,8600681
0,8272324
1,5339993
0,6225158
0,3822072
0,7451347
0,5072938
0,4093032
0,8083609
0,7718829
0,4995621
0,8910909
0,7655690
0,7075624
0,4069688
0,6011512
0,8845696
0,7940168
0,8435719
0,7308132
0,5948019
0,3940608
0,5735246
0,6037459
0,6850932
0,5073287
1,4205773
0,9331054
0,9111577
0,7216175
0,8128905
0,5457134
0,5682673
0,8240066
0,7673002
0,4045091
1,3963239
0,5902872
0,6288529
0,8271042
1,6009432
0,4977189
0,8751166
0,4516585
0,4585448
0,7928759
0,9388855
1,7324624
0,6458155
1,8539645
0,7410927
0,7599209
0,8564277
1,5901667
0,7000207
1,7482608
1,6541523
0,7633038
0,4804222
0,3725605
0,8746908
0,3881454
0,4142085
0,4668085
0,8795959
0,8968857
0,7529982
0,4593407
0,4967591
1,7372800
0,8582752
0,3761009
0,6060996
1,8273753
0,6084033
0,7373999
0,4258053
0,8049187
0,7471737
0,6213525
1,8279744
0,4367124
0,4502604
0,7626113
0,7280607
1,4453800
0,4652198
0,7035620
1,3920625
1,8502684
0,8672429
0,8962839
1,6544247
0,5501417
0,8424426
1,6634791
0,5589935
0,7293098
0,7468395
0,5875400
0,7269177
0,4322752
0,7633445
0,9243860
0,7126434
0,7557707
0,3868578
0,8985234
0,8618083
0,7254154
0,6119974
0,4042780
0,7716255
0,7558669
0,3699849
0,4842851
1,7686456
0,7594410
0,7280795
0,7330361
0,5097365
0,6617747
0,7074545
1,7210083
0,6927449
0,8568928
0,7076084
1,3797964
0,9451809
0,5971146
0,7538561
0,7394379
0,7886991
0,4965107
0,7880048
0,6322415
0,4095326
0,5968191
0,4864235
0,5439112
0,7441493
0,6481321
0,4948454
0,4039372
0,4662037
0,3942114
0,7798188
0,3937045
0,6494643
0,8978233
0,9507808
0,4801902
0,5257764
0,4750918
0,7482808
0,4285911
0,6612013
0,4762838
0,6501266
0,7362051
0,7527099
0,6328547
1,7351641
0,9322007
0,5944359
1,8427386
0,4933994
1,8460181
1,3715636
0,3937197
0,6210636
0,4708154
0,4536889
0,4669068
0,7072307
0,8212330
0,8645617
0,4244182
0,4191189
0,5245618
0,4600418
0,4355601
1,7684728
0,7446209
0,6441911
0,3943759
0,8190064
0,4217466
0,5058759
0,4260510
0,4979404
0,9295458
0,7777986
0,4192613
0,9293949
0,4541684
0,7279793
1,7247219
0,7959812
0,5545552
0,4567462
1,6066851
0,7643210
0,4285731
0,8584799
0,8168864
0,7553936
0,7196708
0,7434990
0,7758018
0,3772718
0,3939400
0,8886007
0,4752038
0,6099482
0,5871795
1,8217435
0,4058195
0,8738655
0,7779168
0,7787478
0,8966683
1,3954827
0,7242039
0,9018312
0,8059396
0,4232055
0,4059685
0,7144021
1,3857472
0,9158644
0,5547100
0,7280600
0,5158152
0,5905498
0,7460703
0,4027396
0,4713471
0,7428271
0,4556869
0,8827191
0,4320152
0,8401179
1,7391055
0,7548967
0,8410032
0,4240679
0,4612586
0,4808674
0,8570234
0,3985971
0,7302347
0,7694897
1,7113247
0,6445238
0,7480589
0,4273448
0,8017375
0,5327402
0,4278771
0,3925764
0,4936150
0,4647337
0,8073031
0,4937510
0,5271942
0,7251791
0,4282818
0,9482329
0,3756805
0,8278588
1,5040765
0,8455319
0,5343744
0,3975932
0,7728455
1,8290693
0,4666174
0,6195686
1,7300150
0,4246666
0,4126029
1,7301167
0,4844449
0,5888140
0,7988090
0,7457519
0,5338390
0,8970191
0,6893864
1,3820002
0,8069899
0,7528188
0,7134617
1,3797814
0,7455167
0,6913242
0,7807495
0,8202824
0,7544867
0,8214224
0,6446491
0,4200619
1,3757097
0,6806316
0,8109341
0,3969522
0,6976868
0,5214839
0,6493535
0,8190652
0,7681058
0,5892646
0,5115119
0,6510757
0,8731323
0,4714464
0,5427653
0,6192975
0,4823396
0,5427627
0,3814315
0,5016382
0,5810647
0,6634928
0,3885890
0,4481500
1,7168076
0,9366675
0,4154409
0,9158392
0,9198380
0,8038156
0,7200142
0,4176983
0,8911068
1,6207228
0,4074246
1,7455354
0,7664957
0,8601732
0,8443917
0,8879106
0,8620569
0,6847809
1,4130065
0,4369677
0,6097003
0,7561940
1,9171873
0,7002598
0,4556966
0,9355318
0,8425397
0,4031820
0,5863439
0,7851015
0,9371177
0,7441078
1,6165395
0,4794099
0,6276415
0,7563593
0,7887244
0,9203767
0,7465368
0,5573352
0,7135236
0,8958780
0,7110843
0,4425585
1,8140286
0,4864530
0,7153322
0,9397250
0,5728323
0,3717506
0,5019534
0,4394144
0,9503231
0,9411658
0,5985338
0,6437408
0,8274779
0,7987645
0,4928800
0,4062660
0,7183873
1,3812473
0,4577168
0,4456562
0,7017732
0,4972127
0,7996783
0,7867125
1,7463516
0,4703627
0,8043430
0,6518021
0,5091177
0,6432897
0,3787706
0,8754569
0,5704168
0,6866681
0,7465309
0,5923532
0,4159107
0,3940746
0,4838704
0,4839287
1,3874200
0,9483823
0,5585616
0,5668344
0,5837941
0,4865706
0,6800764
0,5808750
0,3943609
0,7157571
0,4251331
0,7513430
0,4218342
0,5368964
0,4301023
0,6639942
0,5630626
0,8575709
0,5164165
0,5168016
1,9140757
0,6159926
0,5676371
0,4029077
0,7140272
0,8954112
0,9221780
1,4151146
0,7633041
0,8510347
0,4734680
0,4643718
0,9394464
1,8633022
0,4169071
1,7605003
0,5519299
0,5042781
0,4572175
0,5421299
0,4714964
0,4703457
0,5718244
0,8233737
1,7307669
0,4329197
0,8229683
1,4341864
0,8829081
0,8598065
0,6815544
0,6086287
0,5799314
0,7748459
0,4115525
0,7867450
0,9189634
0,4774610
0,5799022
0,4764437
0,8561476
0,5766093
0,7657534
0,7074847
0,7680525
0,6239751
0,4951775
0,5192134
0,5655437
0,5172876
0,5467722
0,9421857
0,8850427
0,8049293
1,8192759
0,7911455
0,8418051
0,8219927
0,4498741
0,5241906
0,6542357
0,7125953
0,4530537
0,7786735
0,7482898
0,8131217
0,8604623
0,7260017
1,6879905
0,7764177
0,9506197
0,7325587
