label,sample_id
0,7461973
0,8278588
0,7022531
1,6603072
0,4708154
0,8190652
0,5576325
0,4828331
0,5704168
0,4198515
0,4058195
0,5689800
0,7792407
0,5982219
0,9355318
0,6872266
0,6312810
1,3918287
1,7605003
0,7590824
1,7725645
0,8746908
0,6174632
0,8432331
1,5498814
1,4801607
0,6010190
0,9087398
0,4933994
0,8923216
0,4977435
0,7148614
0,5464567
0,8539540
0,6535592
0,7105505
0,4978959
1,9140757
0,6026312
0,6983575
0,8272324
0,8202824
0,3937045
0,7886445
0,9491785
0,8262479
0,5052657
0,7665235
0,3901039
0,9439755
0,6340836
0,8215542
0,7659271
0,7113239
0,7377288
0,9125948
0,7395810
0,4295235
0,9508358
0,3785267
0,4533482
0,8913163
1,4431712
0,5839091
0,8790597
0,9336399
0,8517396
0,4062660
0,8341412
0,7942242
0,4937510
1,6245494
0,7834065
0,6639942
0,4472450
0,8241207
0,4129438
0,4697495
0,8601732
0,6800764
0,5317907
0,4443762
0,6532912
0,5439112
0,9431580
0,7867450
0,9331054
0,3922790
0,4122553
0,6017760
0,7471737
0,8966683
0,7003619
0,7758018
0,4478155
0,8561476
0,4281055
0,6458155
1,7423016
1,8968865
0,4979404
0,7643849
0,7130892
0,7076084
0,5750397
0,5898336
0,5799314
1,7323687
0,6181780
0,4651467
0,9008405
0,4648063
0,6636428
1,8502684
0,7200142
0,4141778
0,4074246
0,5937980
1,6254667
0,4808674
0,7457519
0,7898105
0,9135351
1,5946774
0,8387546
0,5423795
0,4301023
0,9014115
0,5985338
0,4246666
1,4432196
0,5412570
1,5394068
0,3888459
0,4800822
0,6617747
0,6328482
0,6452606
1,8172392
0,7879255
0,3885890
0,4096115
0,7619400
0,4168008
0,4669068
0,7658621
0,7199388
0,7942055
0,4371663
0,5875400
1,5935402
0,7381763
0,4936795
0,8629693
0,4185136
0,5575320
1,8514954
0,6841877
0,9507808
0,6066503
0,7476496
0,5837941
0,4652198
0,6706164
0,6032883
1,8804785
0,4965107
0,5025102
0,4792710
0,7017732
1,8970601
0,9272148
0,7066831
0,4694033
0,8024350
1,8044367
0,7125953
0,7785135
0,7293098
0,9241391
0,4008191
0,8753783
0,4479629
0,7324520
0,3972555
0,8423597
0,6866247
0,5299892
0,4633651
0,5515133
0,5954493
0,4218342
1,4628823
1,8387845
0,5702958
0,4394144
0,8582752
0,5248838
0,7591041
1,7481501
0,4933806
0,8568928
0,8917471
0,5164165
0,8295032
1,7148054
0,8986119
0,4455621
0,7480589
0,4736526
0,4995621
0,6522495
0,7362051
1,8065474
0,7140272
0,9380244
0,6935647
0,4192613
0,7540589
0,3925764
0,5399317
1,3757097
0,6026125
0,6976868
0,4043845
0,8937461
0,7792934
0,6518021
0,6259739
0,7405705
0,5742756
1,9260596
0,4747471
0,8649493
0,7428271
0,4459231
0,4601555
0,3764491
0,3711605
0,8965373
0,7529982
0,4771698
0,7308132
0,4207492
0,5217747
0,7468395
0,6842405
0,5944359
0,3836401
0,8845555
0,6443200
0,7779168
0,8541418
0,6205101
0,4243459
0,7110843
0,7528188
1,7336602
0,4179381
0,4471447
0,5073287
0,8741587
0,4285731
0,8232830
1,6834927
0,5371806
0,7349490
0,4768247
0,8978233
0,3868578
0,4707700
0,8783458
0,8645617
0,4671511
0,3975932
0,8581347
0,8232375
0,4616465
0,8497687
0,4258053
0,8139442
0,4572175
1,7372800
0,6016987
0,8274779
0,5688699
0,7269177
0,6825782
0,6605811
