label,sample_id
0,8271551
1,7348825
0,3873715
0,7290109
0,7332291
0,8541418
0,6847478
0,5257764
0,4838704
0,4175432
0,8412377
0,7929479
0,7477969
0,4965107
0,4624680
0,5871795
1,3920625
0,6060996
0,5068417
0,7649261
0,5052657
0,4599156
1,8347642
0,7361930
0,5246871
0,5028269
0,8783458
1,4975591
0,8236650
0,7911276
0,6638631
0,8698235
0,4651467
1,7005369
0,6522495
0,3699849
0,7648196
0,4645770
0,7486357
0,3972555
0,4355601
0,7790376
0,6535592
0,6205101
1,7276572
0,3756805
0,6437408
0,4668044
1,9136234
0,4993965
0,6259739
0,8966683
0,3888598
0,7558740
0,5562874
0,4616465
0,8278616
0,4572175
0,8958780
1,3796929
0,6195686
0,9158392
0,5182772
0,4192613
0,4709869
0,9366675
0,7997794
0,4443762
0,9004411
0,7258651
0,9537065
0,4995621
0,7022531
0,4042780
0,8887186
1,5775703
0,5670492
0,4967591
0,7529982
0,5399317
0,8738655
0,5111193
0,9540354
0,6850932
0,7185320
1,7391055
0,4394144
0,8455319
0,9198380
0,7936623
0,8604623
0,4600418
1,4556934
0,9234588
0,5072938
0,3839517
0,7558669
0,4794476
0,8335195
0,3981336
0,8258895
0,8024350
0,6452606
0,4369677
0,7786735
0,5645958
0,5888140
0,9125948
0,6325165
0,4516760
0,5715127
1,7600324
0,8533873
0,4808674
0,4400338
1,9369034
0,5004349
0,7492805
0,7373999
0,4142085
0,8677594
0,4967183
0,8907445
0,8621159
0,6920729
0,6225158
0,5798457
0,8934270
1,7307669
0,4240751
0,4662037
0,8539540
0,9421857
0,5222671
0,7125953
0,7996783
0,4608696
0,7664957
0,5514575
0,7227811
0,3993530
1,7652241
0,3785267
0,4508554
0,7462222
0,3863486
1,6330576
0,9251517
0,8923216
0,7454098
0,7441493
0,6546066
0,5019534
0,3711605
0,7718829
0,7640513
0,9439755
0,5153171
0,4105521
0,9520350
0,5547100
0,4328225
0,5190920
1,8192759
0,7654989
0,4804222
1,8387845
0,4055860
0,5994992
0,6977949
0,7626113
0,5839091
0,4010920
0,4088995
1,8169113
0,5450516
0,5333703
1,7523283
0,5183069
0,5742756
0,5368964
1,8516029
0,6613156
0,4141778
0,3779095
0,7280607
0,4282818
0,6541577
0,6438819
0,5252079
0,5392679
0,7853333
0,6084033
0,9176003
0,7756213
0,4168378
0,7938714
0,8271042
0,4960684
0,3925764
0,4502113
0,5062548
0,4545257
0,8190652
0,8233737
0,7406616
0,9003172
0,6514803
0,6753599
0,6470701
0,5133545
0,7198779
0,4218342
0,4707700
0,8416563
0,4853285
0,6462651
0,5338390
0,8432331
0,4502604
0,3985224
0,4193150
0,9162014
0,4525067
0,8661940
0,5231896
0,6017760
1,7341794
0,7190715
0,7711363
0,8198529
1,5798002
0,6260668
0,5657934
1,3817323
0,7935629
0,8954112
0,4486761
0,6484821
0,3897581
0,5441269
0,5322883
0,4703627
0,4059863
0,4864530
0,7538561
0,6434677
0,7160140
0,5327459
0,4762838
0,6860363
0,7201055
0,8003697
0,4096115
0,7356691
1,4857404
1,8514954
0,7548967
1,7336602
0,4780381
0,4580123
0,4616422
1,8690136
0,8334291
0,7899540
0,3868578
0,7000207
0,7513555
0,5902872
0,5565017
0,7527099
0,8091719
0,5870863
0,5115119
0,5549285
0,4875170
0,7157571
1,6183095
0,8522716
0,8799964
0,5501417
0,8955314
1,7501187
1,5575053
1,7460730
0,7179618
0,6239751
0,6445238
1,5200864
0,8235560
0,6865229
1,3757097
1,7481501
0,5735246
1,7725777
0,6086287
0,7465309
0,8167612
0,5427627
0,7599209
0,6117580
0,7763705
0,5097365
0,5545552
0,5690831
0,9188325
0,9102911
0,6605811
0,8792214
0,8951219
0,6432897
0,4472442
0,7807495
1,4451710
0,8295936
0,5845628
0,9539121
0,6340836
0,7236147
0,6176170
0,7076084
0,4627580
0,8517396
1,5498814
0,4207492
0,7942055
0,9506197
1,7423016
0,7792407
1,7036119
0,7657534
0,8564277
0,5982219
0,8397966
0,5944359
0,6847448
0,7369379
0,6085704
0,8491397
0,5801572
0,5839770
0,7394017
0,7358376
0,7636168
1,5281568
0,7349490
0,9380244
0,3939400
0,5345695
0,3705164
0,7605359
0,8601987
0,4728322
0,5193259
0,4858143
0,5892646
0,5515133
0,6493330
0,6328547
0,8754569
0,4517572
0,9191083
0,4123555
0,9451809
0,6210636
0,7295107
0,7428271
0,5968191
0,7251791
0,6841877
0,7501833
0,7521109
0,8653867
0,8970191
1,6879905
0,5961466
0,4093032
0,7959812
0,5573352
0,4657705
0,4801902
0,7564248
0,3795599
0,8083609
0,4101310
1,5380933
0,7539038
0,5983608
0,3725605
0,8937461
0,4757087
0,6806316
0,9421191
0,5808750
0,5894436
0,8049187
0,5539522
1,6165395
0,4500236
0,5299892
0,5000200
0,4864235
0,8411640
0,8561476
0,4928696
0,7381763
0,9200631
0,6510757
0,4714964
0,3946225
0,5971617
0,9411658
0,3936103
0,7539523
0,4271174
0,5655437
0,7763261
0,3787706
0,4736526
0,6600361
0,4586915
0,7165732
0,7482780
0,4771698
0,4273448
0,4465870
0,4498741
1,7476183
0,4240679
0,6863627
0,3985971
0,6211782
1,6214208
0,7998319
0,7987645
0,8272324
0,8164457
0,4844449
0,8618083
0,7072307
0,6016987
1,5687952
0,5356733
0,4075287
0,8917316
0,4239788
