label,sample_id
0,3939400
1,4556934
0,7482808
0,5752718
0,6493535
0,9506197
0,4979404
1,7324624
0,4066245
0,9272148
0,5467722
0,5735246
0,4135708
0,7308975
0,5203194
0,8334291
0,9025710
1,5798002
0,7196708
0,9200631
0,4078869
0,7784103
0,8792283
0,7564300
0,6091805
1,7686662
0,7227811
1,5946774
0,8510347
0,4192613
0,4031820
1,8290693
0,5742756
0,9008469
1,8192759
0,4994693
0,4686609
0,8624129
0,4301023
1,8749806
0,5269525
0,3985224
0,8570234
1,8970601
1,6066851
0,6452606
0,5870863
0,4534678
1,6257015
0,8397966
0,3969522
0,4371663
0,3717506
0,4849963
0,4800822
0,6870293
0,6086287
0,8629693
1,5670026
0,9117535
0,9104666
0,9000410
0,4594162
0,7738164
1,4503985
1,9116510
0,6464966
1,7476183
0,4200619
0,4471459
0,5223561
0,8792214
0,5245618
0,9003172
1,4432196
0,7462222
0,8601987
0,7183873
0,4797136
0,4627580
0,6520782
0,7161125
0,8808076
1,3817323
1,5627187
0,6322415
1,5581462
0,6266289
0,4865733
0,8316315
0,3725605
0,7619908
0,4585448
0,6026312
0,8000801
0,7996783
0,8871773
0,5098876
0,8526483
0,5738634
1,3763847
1,8427386
0,4728322
0,9248213
0,7938128
0,8761840
0,9295153
0,7185320
0,4272508
0,6239751
0,7525557
0,4834610
0,8910909
0,4923223
0,6328547
0,3925764
0,6629910
0,7200879
0,5097365
1,3723043
0,5270720
0,4993120
0,5799022
0,7149120
0,6328141
0,5246779
0,4713471
1,8682807
0,5026271
0,8791150
0,4285731
0,7140272
0,7337830
0,7636168
0,7325587
1,7036119
0,8793481
0,7911805
0,7471737
0,8091719
0,6814400
1,6450144
0,8974785
1,9095246
0,9003128
0,7201055
0,6516443
0,7549648
0,7405705
0,5248838
0,4827314
0,4948454
0,7959812
0,4042780
0,4801902
0,8956394
0,7988090
0,4443762
0,5371806
0,5514575
0,3946225
0,4115525
1,7300150
0,9162014
0,4169376
0,8435719
0,4491039
0,4064087
0,5115119
0,4472442
0,5563186
0,6017760
0,4691632
0,4278771
0,6320805
0,5399317
1,4205773
0,8017375
0,7393053
0,8049293
0,9188325
0,6612013
0,7236147
0,7460703
0,8232830
0,8974133
1,8952223
0,6117580
0,8608959
1,4857404
0,4844449
0,4645770
0,7465296
0,8387546
0,8609582
0,5737990
0,7395810
0,4517142
0,4432039
0,8408651
0,8131217
0,4536889
0,5875400
1,4451710
0,7694897
0,3862557
1,7239385
0,6181780
0,8410032
0,6982100
0,8284183
0,8109341
1,6538820
0,9482329
0,8232375
0,8965373
0,4734680
0,7412708
0,9251517
0,8790597
0,5158152
0,5971617
0,6311026
1,3974797
1,4130065
0,7558669
0,8574368
0,5002069
0,5457134
0,4935573
0,4244182
0,8645617
0,8753783
1,5901667
0,5000200
0,4771698
0,4714464
1,8169750
0,5728323
1,4814956
0,7879255
0,7748459
0,8886007
1,5773565
0,4044534
0,9420761
0,4045091
0,8669663
0,5028034
0,5392183
0,3904181
1,6717886
1,3917715
0,5246871
0,4003009
0,8677594
1,7155743
0,4008191
0,8923216
1,6463026
1,6879905
0,7290109
1,4975591
0,6032883
0,4154409
0,9474095
0,8970191
