label,sample_id
0,7775896
0,5384416
0,8030709
0,4242529
0,5499603
0,4593309
0,4197031
0,4745033
0,5487652
0,7671750
0,5767507
0,7702332
0,9008466
0,8905843
0,6329210
0,6212333
0,5895731
0,7904510
0,8423835
0,9013810
0,4737230
0,7229219
0,5586619
0,7902148
0,4550371
0,3868603
0,3727277
0,6532406
0,6195890
0,4875906
0,5839532
0,4218453
0,8240678
0,5661062
0,7491946
0,5618836
0,7306229
0,8521588
0,7416545
0,7907397
0,8953444
0,4301941
0,6296221
0,9474336
0,7268054
0,7958322
0,9187819
0,6537117
0,4473720
0,9205375
0,8791597
0,8904487
0,9421769
0,8212082
0,4437678
0,4480085
0,8422970
0,6329948
0,8895014
0,7353142
0,4197753
0,7969819
0,3919373
0,9481908
0,5988833
0,4969461
0,4790338
0,5857311
0,6078132
0,8027029
0,4433801
0,4661344
0,7164951
0,4417713
0,6312967
0,5671828
0,4300952
0,6212569
0,8673459
0,8443434
0,5959185
0,4364314
0,6630204
0,4753103
0,7747391
0,7074773
0,7743791
0,6694346
0,5965453
0,5678475
0,3831179
1,8653310
0,4772031
0,8148121
0,9481601
0,8928769
0,6009473
0,6164700
0,8813925
0,9142325
0,4045338
1,5207888
0,9197046
1,4484891
0,7763232
0,7622719
0,7121075
0,6695177
0,6248023
0,6785745
0,7950542
0,6030681
0,6431408
0,5164745
0,5939683
0,4634262
0,9121203
0,7222257
0,7197017
0,8332252
0,5506218
0,4002437
0,8082183
0,6291892
0,7108130
0,4130189
0,3717906
0,4384349
0,9172549
0,6194793
0,9022124
0,6493734
0,5939437
0,4031529
0,7272610
1,4933953
0,4043468
0,9022587
0,4312069
0,4059491
0,6953316
0,8622582
0,8194817
0,9014548
0,6920891
0,5923886
0,4195808
0,4188990
0,5893533
0,6174952
0,7097449
1,4959879
0,5731614
0,7782013
0,8169457
0,7325700
0,8423791
0,5818834
0,4404282
0,9215037
0,9350950
0,4546223
0,4462446
0,7294182
0,7530504
0,4602360
0,4944991
0,9093819
0,8039539
0,7716650
0,7533998
0,8971411
0,8017975
0,7580470
0,4651047
0,6192126
0,7539853
0,6569509
0,7070559
0,9247243
0,3823798
1,5403624
0,8067122
0,7144792
0,8031777
1,5602164
0,7110627
0,7784926
0,7344807
0,5333354
0,5437592
0,8984803
0,9521523
0,6935551
0,6247819
0,4612119
0,5331456
0,8845236
0,8087833
0,7436139
0,6329944
0,9532191
0,8925039
0,6877863
0,7403028
0,7065127
0,9158528
0,5907719
0,8636644
0,3879673
0,3882178
0,6842606
0,7255679
0,7076341
0,3814167
0,4097968
0,4927730
0,5930471
0,4171343
0,5004854
0,8934890
0,8038797
0,9376700
0,7210387
0,5665524
0,4327219
0,6858458
0,4911266
0,5760043
0,3701417
0,8615469
0,6846111
0,9209481
0,4566202
1,3807471
0,6459837
0,6289735
0,7402299
0,8026786
0,6257330
0,7513758
0,7358328
0,4737348
0,9255886
0,4413679
0,5422127
0,3998684
0,7245995
0,6615560
0,5237277
0,3918943
0,8177486
0,5328591
0,4613952
0,5278260
0,7110712
0,7710744
0,5040675
0,5184123
0,8437389
0,6841292
0,7056882
0,3864226
0,7141052
0,3869246
0,5658486
0,4217571
0,8009299
0,3701614
0,9312894
0,8260696
0,7204833
0,4072654
0,7787982
0,4536178
0,8008638
0,6961928
0,8254484
0,7385102
0,5242909
0,5106994
0,9291749
0,5855387
0,3913986
0,5719331
0,7526716
0,8334754
0,4490426
0,7700031
0,8894479
0,8999751
0,4496060
0,3870545
0,6010673
0,8201369
0,6458150
0,7787254
0,4298660
0,8566813
0,9446238
0,6034374
0,3785309
0,9403827
0,6537106
0,8756041
0,4720056
0,8895511
0,6442583
0,5626154
0,6640728
0,5235970
0,3877056
0,7255045
0,4809381
0,4933194
0,4172212
0,6465533
0,5622695
0,4028364
0,6627471
0,5066014
0,7542000
0,7558115
0,7375322
0,8424288
0,7580167
0,3917525
0,4919602
0,8666215
0,7893144
0,8956366
0,8599703
0,3868102
0,7420655
0,5497076
0,8949635
0,8845205
0,7119679
0,6829907
0,4195038
0,6340833
0,8953503
1,9469461
0,7949921
0,7228404
0,3917547
0,4073835
0,7883291
0,8728601
0,7856535
0,5130121
0,8902996
0,4541855
0,4500508
0,6201491
0,5700044
0,4571455
0,7795065
0,6251730
0,5769657
0,4794965
0,8970572
0,6764592
0,9342880
0,9242897
0,9331036
0,4151853
0,7989222
0,8419610
0,5780746
0,4453471
0,7373719
0,9361156
0,5389537
0,6165484
0,7857792
0,9129936
0,4104993
0,4057674
0,6623370
0,5294252
0,4457261
0,7349010
0,7810274
0,6933417
0,8996125
0,8030414
0,7749788
0,6839966
0,5338990
0,7294696
0,8604349
0,6094004
0,3725378
1,5226222
0,8972057
0,9414619
0,4074807
0,6209901
0,3818939
0,5366640
0,7196750
0,8834964
1,8095851
1,9108325
0,4798652
0,6457553
0,7951909
0,6713364
0,4755469
0,7881040
0,4322779
0,5832184
0,4364662
0,5014423
0,7002844
0,7201768
0,4634991
0,9449118
0,4856596
0,7009433
0,4302392
0,9087427
0,9238213
0,4457799
0,7542297
0,6306007
0,5161273
0,5934742
0,7085469
0,4222354
0,6244777
0,8536673
0,4919453
0,8417770
0,8567234
0,8675011
0,3924473
0,8532133
0,4088843
0,3800392
0,4336814
0,7659358
0,6972042
0,4301991
0,5894091
0,7038229
0,9484429
0,9012946
0,8095977
1,8934300
0,9248421
0,8747487
0,7592205
0,9018110
0,4490338
0,7697841
0,6207209
0,5420605
0,7294889
0,6235739
0,4113404
0,6962878
1,7957449
0,6578382
0,7671918
0,8857568
0,6062576
0,7377189
0,6605165
0,7783504
0,3945316
0,9390001
0,6640747
0,7374061
0,9173266
0,5782292
0,8614637
0,6306509
0,5596973
0,4609125
0,8971449
0,4980296
0,5747163
0,5693176
0,6328915
0,6198340
0,7185831
0,9267168
0,7533683
0,6190083
0,8574748
0,5615923
0,6888310
0,5986705
0,3801914
0,7585761
0,8678273
0,4932611
0,7377589
0,6840403
0,7504433
0,5919914
0,7233796
0,7501823
0,7359431
0,3719020
0,5625012
0,4144417
0,7475455
0,5788583
0,9118161
0,9290971
0,4541660
0,8969767
0,7907703
0,4068177
0,9528887
0,7518556
0,6610964
0,8979235
0,9122985
0,8904378
0,7586356
1,4426200
0,5173084
0,7982015
0,8571818
0,5737047
0,5498738
0,5642265
0,4301441
0,8102140
0,7273237
0,9119349
0,4338632
0,7725751
0,9126156
0,9345946
0,3924383
0,5444150
0,5243521
0,6240859
0,4316776
0,5508642
0,9336762
0,7628568
0,7725810
0,9205245
0,8917324
0,7451069
0,7399310
0,6994091
0,9258251
0,7234731
0,7604836
0,9006040
0,7543232
0,7026916
0,7546490
1,5117164
0,8231238
0,8181080
0,6021504
0,7268641
0,5952032
0,5625637
0,4806304
0,6435518
0,6915447
0,7156185
0,8739715
0,6186813
0,8055895
0,3986050
0,6765637
0,6598935
0,8904876
0,5476959
0,7023035
0,6964408
0,8662937
0,8496550
0,7215246
1,6863919
0,8898055
0,8495850
0,7031904
0,8423865
0,3722097
0,3945199
0,7093536
0,3724040
0,5510584
0,5328561
0,3857363
0,7997206
0,7587149
0,3763789
0,9005432
0,4460754
0,5525645
1,4402431
0,7992491
0,6970865
0,9000671
0,9519320
1,8922371
0,9225640
0,3851625
0,4062999
0,4865255
0,4901851
0,4303100
0,9147019
0,4782948
0,4297095
0,4275268
0,4106430
0,4432151
0,5657118
0,8657644
0,7711083
0,5414004
0,3963415
0,5616304
0,7102262
0,4918125
0,6658892
0,6265027
0,5551982
0,9201031
0,6614282
0,4041399
0,5950858
0,7231644
0,4288257
0,7954103
0,3986717
0,7916535
0,7864012
0,7496459
0,8314886
0,5989938
0,4124650
0,3790421
0,8963823
0,7628757
0,5419311
1,9023034
0,7501278
0,7592195
0,6850124
0,6967137
0,7528643
0,8978350
0,4197431
0,7422066
0,7811951
0,8894493
0,5206791
0,7755095
0,4081252
0,7451699
0,8333384
0,3735879
0,4371443
0,5424715
1,7777067
0,6871109
0,8330187
0,5871338
0,4716573
0,9396435
0,9012151
0,5091269
0,4042328
0,8243636
0,4491391
0,7929441
0,8937384
0,3819885
0,5141751
0,4206958
0,6721230
0,3699227
0,5580164
0,4932887
0,5876865
0,5414837
0,8203593
0,3905445
0,8213437
0,8593029
0,8144651
0,8437805
0,5464749
0,3983972
0,6888470
0,8132913
0,4487581
0,5580203
0,8292656
0,4688226
0,8954733
0,4089742
0,6016685
0,3873345
0,4282272
0,6857899
0,7320020
0,7995724
0,6479689
1,4734605
0,7108794
0,9230800
0,4360681
0,6757343
0,4184807
0,7186067
0,3875268
0,8574527
0,5177811
0,7074998
0,5075026
0,7386739
0,8332859
0,4445309
0,4383044
0,3987166
0,4005583
0,5123754
0,3811653
0,4837876
0,4850810
0,5660411
0,6981479
0,6515617
0,3931329
0,5232497
0,8219824
0,6177738
0,7980032
0,7451785
0,4265826
0,8328444
0,6119399
0,9407577
0,4257893
0,8051310
0,9375078
0,7842162
0,5490526
0,4319422
0,5922177
0,6119512
0,5684516
0,4116762
0,7279538
0,8650167
0,8962694
0,7044394
0,5375248
0,4138124
0,6486798
0,4832018
0,9517356
0,6250253
0,9093112
0,4960946
0,7205731
0,3893413
0,7187010
0,4950142
0,3975605
0,6734039
0,3796407
0,8246323
0,7645267
0,6775552
0,7880833
0,9296213
0,4214385
0,7273316
0,6453968
0,7030976
0,6478457
0,7762033
0,5124033
0,7211250
0,5761917
0,8024427
0,8382642
0,9371099
0,8768716
0,8659626
0,5585565
0,7294667
0,6290471
0,7231342
0,4735672
0,3817294
0,4627996
0,9506706
0,4072597
0,8785914
0,8778291
0,7960668
0,9294785
0,7770031
0,9007287
0,6998192
0,6893083
0,5601781
0,3730280
0,7207168
0,7142098
0,7588699
0,4075888
0,6999266
0,6445781
0,5845274
0,9097958
0,7896708
0,5775855
0,6860231
0,6921833
0,9160221
0,8510687
0,7478016
