label,sample_id
0,6829907
0,4188059
0,9111672
0,9156673
0,9474427
0,9458075
0,9218768
0,6173466
0,7484147
0,4960036
0,6094004
0,8085059
0,6454619
0,3918943
0,5057041
0,3924473
0,5665524
0,7372565
0,6085688
0,9291749
0,4909332
0,4745033
0,8095977
0,5939437
0,5690795
0,4075888
0,5883695
0,4301650
0,5768802
0,8697369
1,9023034
0,3698665
0,5828765
0,5843574
0,6471435
0,7231342
0,6512990
0,8201390
0,3868102
0,4471010
0,3848916
0,4433943
0,8100520
0,5634327
0,3741534
0,4467093
0,4493485
0,3801914
0,4716573
0,3851209
0,5124033
0,9324338
0,6537386
0,9160221
0,6174952
0,6923759
0,9121203
0,7747391
0,7180104
0,3717906
0,7102262
0,6610938
0,6658744
1,6430791
0,7277838
1,8526436
0,6875532
0,5328561
0,3753086
0,4906096
0,8661979
0,7883024
0,8334098
0,9000671
0,4184807
0,4773397
0,9502340
0,6679515
0,3803712
0,4447157
0,5585565
0,4162330
0,7530504
0,4739090
0,7374061
0,4566202
0,5718043
0,8895511
0,4705856
0,4455712
0,4490338
0,8332859
0,8574365
0,6790483
0,6297548
0,8935536
0,5626154
0,7451069
0,3913986
1,7944714
0,3698860
0,5747163
0,5591314
0,4318095
0,8039112
0,5959185
0,8559249
0,4634029
0,6842606
0,4380229
0,4081252
0,4219128
0,8904487
0,6179505
0,6701931
0,4817472
0,7201768
0,4512609
1,7581956
0,7727545
0,5328591
1,7085407
0,7144792
0,7659358
0,4550371
0,6296221
0,4440109
0,6119512
0,6925834
0,5164745
0,9205662
0,5693176
0,5717998
0,5476379
0,9396435
0,4218038
0,4217192
0,7746730
0,7215246
0,8009118
0,4073835
0,6778053
1,8095851
0,4602827
0,4721410
0,4291944
0,5678475
0,7229219
0,7409026
0,5816939
0,6937904
0,4042328
0,7402299
0,7385102
0,5785684
0,7888064
0,6606189
0,7997206
0,4568919
0,7403028
0,9128649
0,9115400
0,8281103
0,5723163
0,6432034
0,4266432
0,8961619
0,7755095
1,7769131
0,8044671
0,3933339
0,5578507
0,4782948
0,6721230
0,6914478
0,7496171
0,6119399
0,9517554
0,5958765
0,9506659
0,7023392
0,3921684
0,5593437
0,3739360
0,6627471
0,7621803
0,4097968
0,4068177
0,4918125
0,9225640
0,5922177
0,3909025
0,7716650
0,8104990
0,9122985
0,4865255
0,7787982
0,8834964
0,4332339
0,8904717
0,4360681
0,3924454
0,7592205
0,9474336
0,6342054
0,6998192
0,7044394
0,8007538
0,7155736
0,7030976
0,6241200
0,4445309
0,7001897
0,4045338
0,9187819
0,4436948
0,8025832
0,7628568
0,3829184
0,8309635
0,5515872
0,5510584
0,3790421
0,8039539
0,4504481
0,4172212
0,5622695
0,8819009
0,9209481
0,6431696
0,7525975
